,Datetime,Tweet Id,Text,Username,Location
0,2021-11-29 23:55:41+00:00,1465469547146727429,"@tribe_land @NewsSolana @mgventures214 @lotusventure @solster_finance @CryptoSt_news Wow amazing sir

@AirdropLegito 
@Syakila24969233 
@Tyo8714 

9ndZqwpHeTnzxpeFbt9tpAaasAwt9k1c9nEfYiMnpSkh

 #SolanaAirdrop #Solana #Airdrops #NFTs #Metaverse #PlayToEarn",lalerpink,
1,2021-11-29 23:36:23+00:00,1465464687332528131,@Bitcoinbro10 @dreem_metaverse TG : Budi santoso https://t.co/ygYGa9y1TQ,MrPickaw,"Purwodadi, Indonesia"
2,2021-11-29 23:35:55+00:00,1465464571733413892,$MMAT #Metaverse https://t.co/nCRcWysxY1,jbridg9,USA 
3,2021-11-29 23:15:03+00:00,1465459321563537413,@Shill_Ronin @jchaecityx @Digi_metaverse done bismillah,golittleroxk,
4,2021-11-29 23:13:03+00:00,1465458818192752657,PAYPAL &amp; SHIB #SHIB #SHIBA #SHIBARMY #SHIBAINU #SHIBAINUCOIN #SHIBARIUM #SHIBASWAP #1CENTDEREAMSHIB #MCDONALDS #BURGERKING #AMAZON #EBAY #KRAKENFX #ROBINHOODAPP #AMC #GME #NEWEGG #SHIBOSHI #SHIBAINUGAMES #ShibaArmy #METAVERSE #SHIBAVERSE 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀 https://t.co/VIhFq5KlIL,Johnny24450,
5,2021-11-29 22:58:55+00:00,1465455260193853441,@Bitcoinbro10 @dreem_metaverse tg putri ikraria andini https://t.co/T3GOqkgwWK,vvofexxi,"Bali, Indonesia"
6,2021-11-29 22:57:38+00:00,1465454938411069441,Pagiiiiii #Metaverse https://t.co/oOymgiAp6N,ADYOIRASSATYA,"Gunungkidul,YK"
7,2021-11-29 22:47:36+00:00,1465452414140665860,$BLOK #bloktopi̇a  #Metaverse  🔥📈,R4zor911,"Alaska, USA"
8,2021-11-29 22:26:42+00:00,1465447154235756545,@Bitcoinbro10 @dreem_metaverse Tg mariyah https://t.co/F3oWyMEnpR,emaknya_fajar,"Bogor, Jawa Barat sunda"
9,2021-11-29 22:15:58+00:00,1465444449354498050,Merhaba #metaverse alemi...,metevarse,Los Angeles CA
10,2021-11-29 22:01:49+00:00,1465440891666112515,"@bensoncrypto Metaverse
0xC1F5BB0012ba64bB033545765373b39f351e4DB7",Muuuuugen,
11,2021-11-29 21:54:33+00:00,1465439061082968065,@MUSK_METAVERSE hi it me abduljalal11,Abduljalal11,Abuja
12,2021-11-29 21:54:29+00:00,1465439046860263424,@superbid_io @KibaInuKiba $KIBA #Metaverse + #meme = 💎 https://t.co/Ifek6mfdF5,CryptoBaya,
13,2021-11-29 21:52:47+00:00,1465438615975215106,"2022 #Metaverse &amp; #Solana picks. 

$Solana
$Ray
$Audius 
$Serum
$Atlas
$Mngo
$SLIM
$Orca
$Mola
$Mana
$Axs
$Theta
$Sand
$Enj
$Fara
$Luna",DammnThatsCrazy,The Blockchain
14,2021-11-29 21:47:11+00:00,1465437209272619011,@Shill_Ronin @Digi_metaverse Bismillahirrahmanirrahim 🙏😊🍀 https://t.co/mQexgldid1,eudadeff,"Bandung, Indonesia"
15,2021-11-29 21:44:54+00:00,1465436632501338122,$NTVRK #Metaverse,CryptoBTCPR,
16,2021-11-29 21:20:34+00:00,1465430509056528385,"micin2 asik mulai berkurang karena #NFT #Metaverse 
belinya mahal euyyyyy",HeidrunMukta,Moon
17,2021-11-29 21:04:55+00:00,1465426569388642310,"Bergabunglah dengan KuCoin AMA dengan Victoria VR (VR) di KuCoin Metaverse Group, 1,000 USDT untuk Diberikan!

⏰Tanggal: 15:00 pada 30 November 2021 (WIB)
📍Tempat AMA: https://t.co/alcWlsKuev

💰Hadiah Total: 1,000 USDT
🗣Bagian pertanyaan gratis: 75 USDT (masing-masing 5 https://t.co/ZGhF4p24Zk",KucoinIndonesia,
18,2021-11-29 20:58:34+00:00,1465424974177452037,@Shill_Ronin @Digi_metaverse Bismillah,sancityxwin,
19,2021-11-29 20:52:44+00:00,1465423502962475027,How does motho sell dilo kua di metaverse?,DeusOfOurLives,
20,2021-11-29 20:52:06+00:00,1465423346124926994,"$BLOK
#Metaverse #Meta",LazerEyed_BTC,"Ontario, Canada"
21,2021-11-29 20:45:47+00:00,1465421755820957699,"#gaming #Metaverse 

$RENA @WarenaOfficial
$KRL @KartRacingNFT

📺🎮

#altcoin #altcoins #altcoinseason",StanekCrypto,Netherlands
22,2021-11-29 20:18:52+00:00,1465414980577157133,@bensoncrypto $Kmon $PGX metaverse,IamARnaqvi,"Karachi, Pakistan"
23,2021-11-29 19:51:30+00:00,1465408097082613766,"$LQAVF $LQID
#metaverse #pennystocks #stockstowatch",WallStreetRprtr,Planet HundredBagger
24,2021-11-29 19:08:57+00:00,1465397386596040705,@WatcherGuru #Metaverse is $MNG,weam_hiadry,
25,2021-11-29 19:00:26+00:00,1465395243092783105,"$LQID $LQAVF

#metaverse #pennystocks #BREAKOUTSTOCKS 

@BreakoutStocks @GangPennystock @CathieDWood @stoolpresidente @wallstreetbets @TheRoaringKitty @MrZackMorris @BaystreetBrian @AllStreetsWolf @KimDotcom @KimKardashian @KensingtonRoyal https://t.co/oWt7MI3GWL",WallStreetRprtr,Planet HundredBagger
26,2021-11-29 18:50:23+00:00,1465392714782941185,@CareerTrading bro shib metaverse me jana wala h kya...,callmeX_1411,
27,2021-11-29 18:36:56+00:00,1465389330529017862,keren nih #metaverse,PamGavino,Pinggir Jalan
28,2021-11-29 18:28:30+00:00,1465387205413769223,@Metaverse_Inu 0x577Bd5bd91F2bCF091d426660c3Cc98B0486475F https://t.co/mZ8SfZOMvF,God_willrise,Digital Enterprenuer 
29,2021-11-29 18:20:25+00:00,1465385174112210947,$MMAT #GoBeyond #Metaverse,ya_u_know_me,
30,2021-11-29 18:13:01+00:00,1465383311702958081,$MMAT #Metaverse #GoBeyond,jbridg9,USA 
31,2021-11-29 18:04:46+00:00,1465381233635086337,@rku6565 #Metaverse $MMAT,jbridg9,USA 
32,2021-11-29 18:02:38+00:00,1465380696613171203,"$NAKA 👀

#NAKA #CRYPTO #META #METAVERSE #KUCOIN #PLAYTOEARN #GAMES",FromCryptoWorld,Neverland
33,2021-11-29 17:57:47+00:00,1465379479199653890,@MUSK_METAVERSE Amani,Amani6Parfait,
34,2021-11-29 17:45:59+00:00,1465376508210339843,"Super Saiyan Son Goku is in my lair now🔥@thelittlesnft 

#NFT #NFTs #NFTCommunity #NFTshill #Meta #Metaverse #songoku #DragonBall https://t.co/d9Gd5K9A23",keung,Metaverse
35,2021-11-29 17:36:06+00:00,1465374021319593993,#SHIB #surprise #shiba $shib #news #cryptocurrency #Metaverse #NFTs #GameFi,ECap25,"Natal, Brasil"
36,2021-11-29 17:33:47+00:00,1465373438072131588,"@galaktosaaa @AREAJULID gimana kalo misalnya piramida itu sebenernya dibikin pake teknologi paling tinggi dan paling mutakhir, bukan sama alien apa lagi raksasa.

tapi bikin takut sih teori kaya gini, krn pengetahuan di 2021 aja udah mau bikin metaverse, gatau apa pengetahuan di 2040 bakal 110% atau ga",aaugree,Jakarta Capital Region
37,2021-11-29 17:30:00+00:00,1465372486103715846,"@MUSK_METAVERSE Waww
.",Ferenczy3,
38,2021-11-29 17:17:58+00:00,1465369456264171527,"Metaverse adalah penggabungan antara dunia nyata dengan dunia virtual.
Sudahkan kita mempersiapkan diri untuk masuk didalamnya.
Welcome to meta",Maszay14,"Karawang, Jawa Barat"
39,2021-11-29 17:15:36+00:00,1465368860052398081,"@Metaverse_Inu @mahmutaktas1820 @Diyetisyenatam7 @resulaktas76 

9dQfefqV7JVCw96599N9QA7jP1b2TL7qtd9ukr6o2gjd",MahmutA75597954,
40,2021-11-29 17:11:07+00:00,1465367732845645827,"Merasa belum teryakinkan bagaimana sebenarnya masa depan Web 3.0 ? 

Lanjutkan di artikel @newsbtc :

#beritakripto #Flux #FluxOS #Web3 #Metaverse #Lockdown #tech #asetdigital #nexo #kriptoIndonesia

https://t.co/iNv7eXFLWZ",FluxIndonesia,Indonesia
41,2021-11-29 17:10:03+00:00,1465367465198645248,@CryptoizOffice @decentraland @MOBOX_Official @RareCoinX @idexio @TheSandboxGame @MyNeighborAlice @enjin @Chromia @TLM @rosecointr Metaverse menggila,faqih_riziq,
42,2021-11-29 17:03:18+00:00,1465365764186066948,@cryptoizmedia Metaverse lagi menggila 🔥,faqih_riziq,
43,2021-11-29 16:56:57+00:00,1465364170195439617,@kaptencrypto707 @buffdogecoin semakin banyak orang meninggalkan meme coin dan beralih ke metaverse coin,Poseido53606219,
44,2021-11-29 16:49:55+00:00,1465362396483137542,Sizin favori #DEX'iniz hangisi? ⭐️⭐️ #bitcoin #uniswap #kripto #metaverse https://t.co/CCS9VUCdsb,cryptofurkan_,Dünya
45,2021-11-29 16:47:14+00:00,1465361722668204042,https://t.co/HKFrnkTs9G #$CYBERCASH #NFT $CCASH #METAVERSE,FinderAirdrop6,
46,2021-11-29 16:46:24+00:00,1465361511631794181,#$CYBERCASH #NFT $CCASH #METAVERSE,FinderAirdrop6,
47,2021-11-29 16:44:32+00:00,1465361042536472576,#$CYBERCASH #NFT $CCASH #METAVERSE,Taripullah59,
48,2021-11-29 16:44:27+00:00,1465361023867637763,#$CYBERCASH #NFT $CCASH #METAVERSE,Taripullah59,
49,2021-11-29 16:41:57+00:00,1465360393514012672,#hotcross in @kucoincom  #Metaverse #NFTs   $btc https://t.co/8H5j4S6G0M,Sensei_123456,
50,2021-11-29 16:35:40+00:00,1465358810638397444,#listing #SHIB #shiba #ShibaArmy $shib #Metaverse #NFTs #news #cryptocurrency #CryptoNews,ECap25,"Natal, Brasil"
51,2021-11-29 16:34:44+00:00,1465358578991210507,Baru saja mengirim foto @ Metaverse https://t.co/kECLDzcV0n,rian_sanjaya37,usa
52,2021-11-29 16:31:19+00:00,1465357718143700994,@MUSK_METAVERSE Mantap bro @uyaredebiyat @HJ @gt,Nearty4,
53,2021-11-29 16:26:41+00:00,1465356550101508101,@SOLbuckets $OMIC $OMIC $OMIC $OMIC $OMIC $OMIC $OMIC $OMIC Contract: 0x7Cf56DB0f7781D478d5A96f6EE8e0b5CBAaF8AD2 $gm $ens $fren $shib $gn $pn #Metaverse $mana $omg $HEY #memecoin $mx $coti $mana,Sinemerkchh,
54,2021-11-29 16:25:52+00:00,1465356345062875153,Want a ‘rari? 🏎 Buy $INARI … lol. Jk. NFA 🙃 #Metaverse,salsacardone,"Austin, TX"
55,2021-11-29 16:23:21+00:00,1465355712674947077,gue kepikiran apa jadinya Airbnb punya properti di metaverse lalu orang orang berasa nginep di hotel padahal tidur di rumah,dogsplayspokers,
56,2021-11-29 16:17:15+00:00,1465354177459023881,@Bitcoinbro10 @dreem_metaverse Tg sandiwaraz https://t.co/c2M8D9INd9,Sandi23_wxrazev,Mars
57,2021-11-29 16:02:01+00:00,1465350345303814145,"Coba bayangkan kehidupan di metaverse kedepan, apa gak pada gemuk ya tu orang2",cadetcoderr,nomad island
58,2021-11-29 15:52:24+00:00,1465347923382726662,Tidak menyangka metaverse jadi ramai secepat ini,lut_fad,
59,2021-11-29 15:48:21+00:00,1465346905659957249,@MUSK_METAVERSE Saya menyukai proyek ini @BlueHooligan_33 @Kang_Opee @Mah5Utari,Methae996,
60,2021-11-29 15:48:18+00:00,1465346890057216006,"@haipep sama, sepertinya kita perlu merantau ke metaverse",nisa7i,"Surakarta, Jawa Tengah"
61,2021-11-29 15:46:56+00:00,1465346547655135239,"@Cryptofess_ $SAND karena metaverse, apa lagi yak? Wkwk",cigaftrsexharam,
62,2021-11-29 15:44:06+00:00,1465345836305424387,"nft, metaverse, trus apalagu ya. mesti tau ni gaboleh ketinggalan terlalu jauh",jaemcityxnava1,reading account
63,2021-11-29 15:40:31+00:00,1465344933343084546,"@HolySharksNFT Saat nya sluruh mata dunia crypto.tertuju padamu @HolySharksNFT 

#HolySharksNFT#Airdrops#NFT#Metaverse#BSC",Yuki03540668,
64,2021-11-29 15:38:18+00:00,1465344374405943300,"@INDRASWP banyak sih yang bikin kayak gitu, justru cepet laku, tapi emang ethically wrong. Bikin karakter dan metaverse sendiri aja wekeke",cypherp0nk,
65,2021-11-29 15:31:46+00:00,1465342731614494723,@MUSK_METAVERSE Mantap benar @FiersaBesari @radenrauf @ebithEBITH,Ethiie9,
66,2021-11-29 15:25:43+00:00,1465341210243977216,Crypto! Koin metaverse apa aja ya?,Cryptofess_,MOON
67,2021-11-29 15:23:47+00:00,1465340720999321603,"@dogetesla_ Jaluk Pak

@qoimul2 
@FuadMmad 
@tonistoff 
@Amsulthon1 
@sudiraGUNA 
@Nrayan09 
@cancan2776 
@NamikazeLabib

 HWhYonPm19jgTPtVzGDzGx12zvXbBnew4YhPEA3GK2yX

#Airdrop #Presale #Solana #SolanaAirdrop #SolanaAirdrops #Metaverse $FLOW",tonistoff,"Salatiga, Jawa Tengah"
68,2021-11-29 15:21:58+00:00,1465340264625545219,"@dogetesla_ Jaluk Pak

@qoimul2 
@FuadMmad 
@tonistoff 
@Amsulthon1 
@sudiraGUNA 
@Nrayan09 
@cancan2776 
@NamikazeLabib
HWhYonPm19jgTPtVzGDzGx12zvXbBnew4YhPEA3GK2yX
#Airdrop #Presale #Solana #SolanaAirdrop #SolanaAirdrops #Metaverse $FLOW",tonistoff,"Salatiga, Jawa Tengah"
69,2021-11-29 15:15:31+00:00,1465338639672492039,"@Cryptofess_ Pengen beli $vra kali ya, dari white paper oke sih, lagi hype metaverse jg dan watch list kucoin yang belom kebeli sampe sekarang",insinyuroffun,
70,2021-11-29 15:06:55+00:00,1465336477701840902,"@eekremkilic @BorsaFamily @Coinborsa @BornToRaceNft #brt #sla $brt $sla
#metaverse #coinborsafamily",dontplay_osman,
71,2021-11-29 15:02:24+00:00,1465335339552288772,"buy $mcc using on uniswap

$dar $sand $shib #Crypto $elon $floki $SAFEMOON #doge $cro #ETH $gm $mana #DeFi $mask #BTC #Metaverse $mcc $raca $gala",Tim_mo_tee,
72,2021-11-29 14:51:13+00:00,1465332527346847744,"Maka, peredaran uang riil akan sebagian besar berputar untuk membiayai transaksi jasa/barang digital di Metaverse. Org tak perlu keluar rumah untuk mendapatkan kesenangan atau kebutuhan. VR dan Pil pengganti gizi.",bingoonez,
73,2021-11-29 14:50:14+00:00,1465332280348532745,@borsaparatic slp metaverse diil herhalde,trkseltugay,türkiye izmir
74,2021-11-29 14:48:32+00:00,1465331850373701633,https://t.co/SJAVvU2Thj #cardano #ada #crypto #metaverse #altcoins #CardanoADA #CardanoCommunity #ADAUSDT $ADAUSD $ADA #cryptocurrencies #Crypto #blockchain #DeFi #Crypto #CryptoNews #cryptotrading,justanalysis1,
75,2021-11-29 14:44:19+00:00,1465330790061928449,Sejak sejak jadi metaverse ni. Memang kene submit ic skali eh kalau nak run ads kat fb?,mannannnnnn,+60
76,2021-11-29 14:42:09+00:00,1465330242591997958,#$CYBERCASH #NFT $CCASH #METAVERSE,SultanNasir51,
77,2021-11-29 14:41:12+00:00,1465330003739037704,$BONE #SAITAMA $VERSE $STARL $UFO #F9 $PEEPS $CIV $KLEE #MARSX $HANU #OHM #MONONOKEINU $SAJA $GOKU #RMDOXX $ROTTS #ASUNA #DORAEMON #KISHIMOTO $TKING $PP #UZUMAKI $DEKU $WINRY #cryptocurrency #ETH  #TZKI $IMP $IMPACT #PINU #Kishu #SHIBARMY #KISHUARMY #dogelon #ELON #Metaverse #btc,WhyOhWh66630346,USA
78,2021-11-29 14:40:56+00:00,1465329937489883137,"@FlowerSolana Thanks sir

@iamkel80_ @Jaguargm_ @tazqibagas
 
F1pzKNVfWWBUTVyPMu6U9CzMVw3AwyiQvdv7F22cAXvd
#Airdrop #Presale #Solana #SolanaAirdrop #SolanaAirdrops #Metaverse $FLOW",Flappy077,"DKI Jakarta, Indonesia"
79,2021-11-29 14:39:46+00:00,1465329646694592516,"@PartaiSocmed Ini tum, salah satu berita tentang metaverse, yg jika dijelaskan kepada makhluk2 analog, maka dia mungkin akan pingsan, saking bingungnya. https://t.co/ZNCWqKor6D",JohnySibuea,
80,2021-11-29 14:39:07+00:00,1465329480281432064,"@Cryptofess_ Beli $ATLAS karna masih murah dan game metaverse dngan grafik terbaik menurut w, game nya blum rilis",yaszzzzzzzzz,
81,2021-11-29 14:39:06+00:00,1465329476334587906,@Shill_Ronin @Digi_metaverse Bismillah.. Rezeki november win https://t.co/NleIULArTP,januariberkah29,"Medan Helvetia, Indonesia"
