,Datetime,Tweet Id,Text,Username,Location
0,2022-10-30 23:51:33+00:00,1586868440304070657,"Wow, Otoritas Ini Ingin Dirikan Kantor Pajak di Dunia Metaverse https://t.co/LVjQgbJaIT #Terbaru #berita #dirikan #dunia https://t.co/pQbT23vpUo",nolantv_berita,
1,2022-10-30 23:51:32+00:00,1586868436457910273,"☕🇮🇩❤️
Metaverse di IKN
Itu bernama Jagat Nusantara
.
.
#SemangatPerkuatNegeri https://t.co/EBgQskI83Y",mimakhayla,
2,2022-10-30 23:12:03+00:00,1586858498075549698,"[Daftar] Daftar Birth up Up di Jagat Nusantara, Metaverse IKN yg Dirilis Presiden Jokowi di Hari Sumpah Pemuda https://t.co/zpW1a5vunB #Video #artis #beritaartisviral #beritanasional https://t.co/TOga32fZ30",nolantv_com,Indonesia
3,2022-10-30 23:02:28+00:00,1586856088812589057,"Iklim Investasi Kondusif Percepat Pemulihan Ekonomi Indonesia, metaverse itu bernama jagat nusantara #SemangatPerkuatNegeri #IKNNusantara https://t.co/f3uuIZREdv",nvzuko,
4,2022-10-30 23:01:08+00:00,1586855751716175872,"Metaverse di ikn bernama jagat nusantara

#SemangatPerkuatNegeri https://t.co/uKA6cvybw5",_JinggaSaja_,
5,2022-10-30 23:00:23+00:00,1586855565703380992,"Metaverse diIKN itu bernama jagat nusantara .
#SemangatPerkuatNegeri https://t.co/bDD4rfXCtw",ArcelioSyabianY,
6,2022-10-30 23:00:02+00:00,1586855477236977668,"Meski pembangunan baru tahap awal, namun anda bisa merasakan sensasi berada di ibukota Nusantara (IKN) melalui metaverse bernama jagat Nusantara.

 #SemangatPerkuatNegeri #IKNNusantara https://t.co/KIg7NC9S13",arianti_ryi,"Bone, Sulawesi Selatan"
7,2022-10-30 23:00:02+00:00,1586855477190701056,"wawww kerenn deh metaverse jagat ini, bisa ngerasain suasana di IKN walopun ngga bisa ke sana #SemangatPerkuatNegeri #ProkesHarusTetapJalan https://t.co/CzpCQQzRkH",zuhakazu,
8,2022-10-30 23:00:02+00:00,1586855476968292352,"Metaverse Jagat Nusantara dapat membawa Anda ikut merasakan sensasi berada di IKN Nusantara

#SemangatPerkuatNegeri 
#IKNNusantara https://t.co/aCYl7wD04o",KevinGautama2,
9,2022-10-30 23:00:02+00:00,1586855475135401985,"Metaverse di IKN itu bernama jagat Nusantara. meski pembangunan baru tahap awal, namun anda bisa merasakan sensasi berada di ibukota Nusantara tersebut
#SemangatPerkuatNegeri #ApaItuIKNNusantara https://t.co/YlUe9OLLar",Dyyaa___,
10,2022-10-30 23:00:01+00:00,1586855472534994944,"Nah jadi tuh, metaverse di IKN itu bernama jagat Nusantara loh guys
#SemangatPerkuatNegeri #ApaItuIKNNusantara https://t.co/ULLC9wUsHW",EnchiCherty,
11,2022-10-30 23:00:01+00:00,1586855472228876290,"Metaverse di IKN itu bernama jagat nusantara. Meski masih pembangunan tahap awal, tapi sudah bisa merasakan sensasi berada di IKN.  #SemangatPerkuatNegeri #ApaItuIKNNusantara https://t.co/EpoWRldaXR",AnantaBahri,
12,2022-10-30 23:00:01+00:00,1586855471427756035,metaverse di IKN itu bernama Jagat Nusantara  #SemangatPerkuatNegeri #ProkesHarusTetapJalan https://t.co/lRlp4Tm1cE,mhimhaan,
13,2022-10-30 23:00:00+00:00,1586855469729009664,Metaverse di IKN itu bernama jagat nusantara #SemangatPerkuatNegeri #IKNNusantara https://t.co/AnTYtOj5DZ,zeus_zc,
