,Datetime,Tweet Id,Text,Username,Location
0,2022-08-30 23:55:14+00:00,1564763708890693632,@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass bismillah semoga nyangkut done,springeunsang,she/her
1,2022-08-30 23:50:53+00:00,1564762613971824640,"Yaa Alllah... versi metaverse gue...
https://t.co/zKgZDyi4vZ",fathirahmar,"Bogor Barat, Indonesia"
2,2022-08-30 23:50:01+00:00,1564762395410833409,@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass Bismillah semoga rezeqi anak soleh. https://t.co/5wTLY92VQD,Zadam94bigwin,
3,2022-08-30 23:40:09+00:00,1564759912886185984,"@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass Done all follows, bismillah 🙏
Semoga hari ini aku beruntung 🙏",oxjadiwinner,
4,2022-08-30 23:39:48+00:00,1564759824419926016,"@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass Donr makji, wish me luck https://t.co/L7AufwOl5V",jenjencityx,
5,2022-08-30 23:25:30+00:00,1564756225954263040,@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass Bismillahirrahmanirrahim,hall3tmuw1n,
6,2022-08-30 23:22:38+00:00,1564755504521707521,@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass Bismillahirrahmanirrahim. Yuk bisa yuk https://t.co/nJYborOOlY,hujanuangterus,"Tangerang, Indonesia"
7,2022-08-30 23:21:55+00:00,1564755323923345409,"@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass 🍀BISMILLAH DONE 🍀
 🤲 Hasbunallah Wanikmal Wakil Nikmal Maula Wanikman Nasir 🤲",Latto_Latt0,
8,2022-08-30 23:20:37+00:00,1564754994271637504,@koOkismybae @Demianchael Lisa menang solo. bp menang kategori metaverse karna lagu pubg yg rilis juli 2022. mereka udh aktif dr juli tahun ini loh as a group,wanchrispy,chan's room
9,2022-08-30 23:03:27+00:00,1564750675703103489,@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass Semoga saja big win https://t.co/aMyUhSAWhj,OXluwak37,"Jawa Tengah, Indonesia"
10,2022-08-30 23:01:30+00:00,1564750187255324672,@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass Win lah,luclaclocbigwin,
11,2022-08-30 22:38:55+00:00,1564744500970328064,@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass bismillah done,gabriel01592661,
12,2022-08-30 22:31:03+00:00,1564742522186121216,@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass Bismillah!!,kainawin,kaiiiii
13,2022-08-30 21:46:01+00:00,1564731190740865024,10 Ribu Mesin Pembuat Avatar di Metaverse Akan Disebar ke Seluruh Indonesia https://t.co/nRN8NWPKlT,MSNindonesia,Indonesia
14,2022-08-30 21:33:33+00:00,1564728054060314624,10 Ribu Mesin Pembuat Avatar di Metaverse Akan Disebar ke Seluruh Indonesia https://t.co/BhunaQQEqr,21BeritaTerkini,
15,2022-08-30 21:17:50+00:00,1564724094834442240,"Kominfo undang 12 perusahaan teknologi dlm acara ITF tsb.
Di anataranya Traveloka, Itemku, GoTo, Gatebox Metaverse, Kartu Prakerja, Bukalapak, Halodoc, Telkom Indonesia, Gudangada, AWS, Telkomsel, dan PeduliLindungi.
@kemkominfo
@PlateJohnny
https://t.co/JHnskJarBc",arinuzula,"Sumatera Utara, Indonesia"
16,2022-08-30 21:15:42+00:00,1564723561046360064,@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass done niih https://t.co/kjzlNLVbg5,renjvnhuangs,
17,2022-08-30 21:06:03+00:00,1564721131835502592,10 Ribu Mesin Pembuat Avatar di Metaverse Akan Disebar ke Seluruh Indonesia https://t.co/yJJbLyRQDV #TempoTekno,tempodotco,Indonesia
18,2022-08-30 20:51:02+00:00,1564717351131820032,"Selain mitra Halodoc dan PeduliLindungi, Menteri Johnny juga meninjau dan mendengar langsung penjelasan tentang inovasi teknologi yang dihadirkan oleh peserta pameran lain, yakni Traveloka, Itemku, GoTo, Gatebox Metaverse, dll.
@kemkominfo
@PlateJohnny
https://t.co/wJnXhOKcsW",arinuzula,"Sumatera Utara, Indonesia"
19,2022-08-30 20:26:10+00:00,1564711093037318144,@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass bismillah,CayaHoki98,
20,2022-08-30 20:19:14+00:00,1564709348114563072,@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass Bismillahirrahmanirrahim https://t.co/xTYWzGhObB,February_12win,
21,2022-08-30 20:04:21+00:00,1564705603305480197,@8BIT_metaverse 0xd0fb5B26b4CA91e05Db9FF3c6ac7C365dBBc8C71,jerAco_Jack,
22,2022-08-30 19:41:06+00:00,1564699752528506880,"@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass done, bismillah wml",azkykukie,
23,2022-08-30 18:13:40+00:00,1564677748517261312,"@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass Bismillahirrahmanirrahim,.semoga win",kamilaputr1,Indonesia 
24,2022-08-30 18:12:39+00:00,1564677495458250753,@8BIT_metaverse 0x189F7fD23893e9F5C04A28dd1ae1BB567cE69bA3,Kvarters,Destination Mirage
25,2022-08-30 18:06:41+00:00,1564675992668364800,@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass done semoga rezekiku https://t.co/Tp7CY5Rg4u,sachielo14,
26,2022-08-30 17:59:37+00:00,1564674213923160064,"@missufe @ETHblockchain23 @metaverse_promt @genelpatron01 @cryptobrass Allaahumma innii as'aluka bi annii asyhadu annaka antallaahu, laa ilaaha illaa antal ahadus shamad, alladzii lam yalid wa lam yuulad, wa lam yakullahuu kufuwan ahad",ibuknyaadam88_,In the middle of nowhere
